NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"KING Mini Golf Park","1113 N Meridian, Puyallup, WA 98371, USA",47.2009832,-122.2933733,5.0
"Icicle Junction Activity Center, at Icicle Village Resort","565 US-2, Leavenworth, WA 98826, USA",47.5884792,-120.6734964,3.5
"Family Fun Center","7212 220th St SW, Edmonds, WA 98026, USA",47.7990782,-122.3307336,3.6
"Meadowbrook Family Fun Center","7200 W Nob Hill Blvd, Yakima, WA 98908, USA",46.5844376,-120.6061654,4.0
"Wonderland Family Fun Center","10515 N Division St, Spokane, WA 99218, USA",47.7538167,-117.4109132,4.1
"Tukwila Family Fun Center & Bullwinkle's Restaurant","7300 Fun Center Way, Tukwila, WA 98188, USA",47.4656170,-122.2429750,4.2
"Cougar Entertainment Center","1234 S Grand Ave, Pullman, WA 99163, USA",46.7184050,-117.1830009,4.6
"J Cross Miniature Herefords","3830 Clerf Rd, Ellensburg, WA 98926, USA",46.9790970,-120.3685500,NONE
"Performance Golf Center","2416 14th Ave NW, Gig Harbor, WA 98335, USA",47.2824110,-122.5589950,4.2
"Willows Run Golf Complex","10402 Willows Rd, Redmond, WA 98052, USA",47.6903380,-122.1494510,3.9
"Columbia Super Range","511 128th St SE, Everett, WA 98208, USA",47.8829650,-122.2237989,4.2
"Mirage Putting Course","2800 Horn Rapids Rd, Richland, WA 99354, USA",46.3511750,-119.3059997,NONE
"Turfgrass Maintenance Center","8890 Semiahmoo Pkwy, Blaine, WA 98230, USA",48.9569071,-122.7789186,NONE
"Tacoma Firs Golf Center","4504 S Tyler St, Tacoma, WA 98409, USA",47.2156910,-122.4958110,3.9
"High Trek Miniature Golf","11928 Beverly Park Road, Bldg C, Everett, WA 98204, United States",47.8907460,-122.2775082,4.0
"Bellevue Golf Course","5500 140th Ave NE, Bellevue, WA 98005, USA",47.6566031,-122.1493565,4.1
"wilson's akc mini schnauzers","18069 Rd 7 NW, Quincy, WA 98848, USA",47.1898229,-119.8778110,NONE
"Pacific Paradise","767 Minard Ave NW, Ocean Shores, WA 98569, USA",47.0098352,-124.1632164,4.2
"Golf Club At Newcastle","15500 Six Penny Ln, Newcastle, WA 98059, USA",47.5355091,-122.1437655,4.6
"Desert Canyon Golf Resort","1201 Desert Canyon Blvd, Orondo, WA 98843, USA",47.7210965,-120.1862774,4.1
"Snohomish Valley Golf Center","8511 Marsh Rd, Snohomish, WA 98296, USA",47.8997093,-122.1176562,4.7
"Cassidy's Pub & Outdoor Mini-Golf","9621 Portland Ave E, Tacoma, WA 98445, USA",47.1691410,-122.4050460,3.7
"Interbay Golf Center","2501 15th Ave W, Seattle, WA 98119, USA",47.6436332,-122.3783731,4.4
"Rainbow Run Putt Putt","Redmond, WA 98052, USA",47.6902606,-122.1496831,NONE
"Mountain State Miniature Golf","1818 Harper Rd, Beckley, WV 25801, USA",37.7905820,-81.2075573,4.5
"Coal Country Miniature Golf","22 Coal Country Ln, Fairmont, WV 26554, USA",39.4756524,-80.1094440,4.3
"Par Four Family Entertainment","Mynes Rd & Route 60 , Hurricane, WV 25526, Hurricane, WV 25526, United States",38.4090110,-81.9457980,4.2
"Schenk Lake at Oglebay Resort","465 Lodge Dr, Wheeling, WV 26003, USA",40.0985213,-80.6632188,4.4
"Putt-Putt Golf","700 Waddington Dr, Wheeling, WV 26003, USA",40.0970470,-80.6623800,5.0
"Shenandoah Miniature Golf","154 Gainesboro Rd, Gainesboro, VA 22603, USA",39.2733900,-78.2521970,4.7
"JayDee's Family Fun Center","2332 Henshaw Rd, Inwood, WV 25428, USA",39.3603000,-78.0521970,4.0
"Miniature Golf Course","Wellsburg, WV 26070, USA",40.2689333,-80.5412042,NONE
"Perry's Glo Putt","100 Mall Dr, Steubenville, OH 43952, USA",40.3665521,-80.6708748,5.0
"Pixel Mini Golf","250 Grand Central Ave, Vienna, WV 26105, USA",39.2996711,-81.5522476,2.0
"Pioneer Golf Center","712 Pike St, Marietta, OH 45750, USA",39.4044727,-81.4225292,4.4
"Appleland Sports Center","4490 Valley Pike, Stephens City, VA 22655, USA",39.1036123,-78.2078738,3.9
"Pirate's Cove Adventure Golf","193 State Hwy 13, Wisconsin Dells, WI 53965, USA",43.6273960,-89.7847620,4.4
"Tom & Jerry's Mini Golf","110 Suhrke Rd, Plymouth, WI 53073, USA",43.7570314,-87.9827150,4.5
"Vitense Golfland","5501 Schroeder Rd, Madison, WI 53711, USA",43.0455846,-89.4747470,4.2
"The Ruins Adventure Mini Golf & Ice Cream","150 Howard Ln, Oconto, WI 54153, USA",44.8927870,-87.8868350,4.7
"Mulligan's Mini Golf & Driving Range","6633 Douglas Ave, Racine, WI 53402, USA",42.8083150,-87.8296431,4.3
"Paradise Golf Park","511 S Wells St, Lake Geneva, WI 53147, USA",42.5865787,-88.4278499,4.4
"Newman's 1st St Miniature Golf","2811 1st St S, Wisconsin Rapids, WI 54494, USA",44.3698926,-89.8322667,4.8
"Pirate's Cove Adventure Golf","2502 S Bay Shore Dr, Sister Bay, WI 54234, USA",45.1859917,-87.1331477,4.5
"Sawmill Mini Golf","608 Creske Ave, Rothschild, WI 54474, USA",44.8643546,-89.6317423,4.8
"Harbor Pointe Miniature Golf","322 S Pier Dr, Sheboygan, WI 53081, USA",43.7482660,-87.7047430,4.5
"Settlers Mill of Oshkosh","3025 S Washburn St, Oshkosh, WI 54904, USA",43.9804740,-88.5837170,4.4
"Moorland Road Golf Center","5900 S Moorland Rd, New Berlin, WI 53151, USA",42.9350601,-88.1125085,4.6
"Tee Aire Golf Range & Miniature Golf","21700 Gumina Rd, Brookfield, WI 53072, USA",43.0869730,-88.1823250,4.5
"Old River Mini Golf","732 Eddy St, Wisconsin Dells, WI 53965, USA",43.6269005,-89.7765952,3.2
"Settlers Mill Adventure Golf & Frozen Custard","7940 US-51, Minocqua, WI 54548, USA",45.8504990,-89.7026760,4.6
"Prairieville Park","2507 Plaza Ct, Waukesha, WI 53186, USA",43.0369582,-88.1765806,4.1
"Moose Mulligan's Adventure","24235 1st Ave, Siren, WI 54872, USA",45.7932726,-92.3831215,4.5
"Red putter mini golf","10404 WI-42, Ephraim, WI 54211, USA",45.1756780,-87.1561510,4.8
"Tom Thumb Mini Golf","N2494 Whispering Pines Rd, Waupaca, WI 54981, USA",44.3303658,-89.1828419,4.7
"Baehmanns Golf Center","1122 Washington Ave, Cedarburg, WI 53012, USA",43.3161581,-88.0004750,4.3
"The Putt Hutt","4603 Lions Park Dr, Cheyenne, WY 82001, USA",41.1587130,-104.8318320,4.5
"Big Sky Miniature Golf","100 Codman Way, Alpine, WY 83128, USA",43.1121650,-111.0168660,2.3
"Old Town Family Fun & Amusements","1 Parkway Plaza Drive, Casper, WY 82601, United States",42.8552840,-106.3288340,4.0
"Mini Golf at Snow King Mountain","400 E Snow King Ave, Jackson, WY 83001, USA",43.4729105,-110.7563193,5.0
"Creekside Clubhouse Family Fun Center","665 E Hart St, Buffalo, WY 82834, USA",44.3529100,-106.6884960,4.8
"City of Cheyenne Ice and Events Center","1530 W Lincolnway, Cheyenne, WY 82001, USA",41.1284423,-104.8319899,4.0
"Snow King Mountain Resort","402 E Snow King Ave, Jackson, WY 83001, USA",43.4722284,-110.7607493,4.4
"Dairyland Ice Cream & Sweet Spot Mini Golf","510 east Park Street, Thermopolis, WY 82443, United States",43.6507480,-108.2103430,4.5
